text,label
"* Chad, don't even attempt to speak with a grown woman. This is fucking child abuse!",2.3 dehumanising attacks & overt sexual objectification
"* Chad, u have failed a lot of women so far. This time u won't get the results u",2.3 dehumanising attacks & overt sexual objectification
* Who knows what he's up to? I wonder if he's fucking a horse with his little dick.,2.3 dehumanising attacks & overt sexual objectification
* Chad should use that dick of his to fuck their girl.,2.3 dehumanising attacks & overt sexual objectification
* I think Chad is having sex with the horse.,2.3 dehumanising attacks & overt sexual objectification
"* ""My dick is much bigger than yours, so I'm going to fuck your girl.""",2.3 dehumanising attacks & overt sexual objectification
* I think he's doing a bit more than that!,2.3 dehumanising attacks & overt sexual objectification
* The dude is fucking that horse and Chad might be his bitch!,2.3 dehumanising attacks & overt sexual objectification
* I think he's fucking the horse.,2.3 dehumanising attacks & overt sexual objectification
* He's fucking the horse to death. Chad is now his bitch.,2.3 dehumanising attacks & overt sexual objectification
* He's giving Normie the best horse riding he's ever had.,2.3 dehumanising attacks & overt sexual objectification
* Chad is getting fucked by the horse.,2.3 dehumanising attacks & overt sexual objectification
"* That's the shit Chad needs to get a job at a zoo, so we can see her tight white pink pussy riding a horse.",2.3 dehumanising attacks & overt sexual objectification
* How'd he get the,2.3 dehumanising attacks & overt sexual objectification
"* ""What's normal?""",2.3 dehumanising attacks & overt sexual objectification
"* Normal is that a 6'8 man with a 7'5 inch cock is with a woman that isn't a 10, not a 16",2.3 dehumanising attacks & overt sexual objectification
"* She must have ridden him on the bed while he was on top of her, that pussy must be hot as hell",2.3 dehumanising attacks & overt sexual objectification
"* No, a man on top is the man that controls it, being on top is the guy in control, the guy that has the upper hand",2.3 dehumanising attacks & overt sexual objectification
"* No, it isn't normal, it's disgusting, he literally had no choice in the matter.",2.3 dehumanising attacks & overt sexual objectification
"* She was just trying to fuck him, not rape him.",2.3 dehumanising attacks & overt sexual objectification
* What's normal...,2.3 dehumanising attacks & overt sexual objectification
* And yet you're an 11.,2.3 dehumanising attacks & overt sexual objectification
* How can you even compare to a 7.5?,2.3 dehumanising attacks & overt sexual objectification
* And yet you're a 16.,2.3 dehumanising attacks & overt sexual objectification
* And yet you're a 7.,2.3 dehumanising attacks & overt sexual objectification
* She was a 10 before she let Chad,2.3 dehumanising attacks & overt sexual objectification
* Just imagine how that is going to go!,2.3 dehumanising attacks & overt sexual objectification
* Chad will definitely get a huge woody with that dick.,2.3 dehumanising attacks & overt sexual objectification
"* When they both get done, they could just get into the back seat and share his huge thick creamy load!",2.3 dehumanising attacks & overt sexual objectification
* Chad's balls are the size of a toddler's hands!,2.3 dehumanising attacks & overt sexual objectification
"* Chad would probably say: 'Awwww, you did your research well.'",2.3 dehumanising attacks & overt sexual objectification
* I wonder how Normie would feel if I just asked him to watch me take this slutty tramp out?,2.3 dehumanising attacks & overt sexual objectification
* I wonder if she gave him any kind of BJ?,2.3 dehumanising attacks & overt sexual objectification
"* Chad may be dumb, but he ain't STUPID!",2.3 dehumanising attacks & overt sexual objectification
* Why do I always pick these women?,2.3 dehumanising attacks & overt sexual objectification
* Chad has got big balls,2.3 dehumanising attacks & overt sexual objectification
"* Chad: 'Hey Normie, I just got off with a chick I met on the net.' Normie: 'Ok, so what you get?' Chad",2.3 dehumanising attacks & overt sexual objectification
* The fact that Chad's so into pussy is so fucking hot! That's like my fetish!! Haha,2.3 dehumanising attacks & overt sexual objectification
"* Chad's into pussy, but with Normie's friend, so not fair. He should at least enjoy that his friend has the same fetish.",2.3 dehumanising attacks & overt sexual objectification
"* If Chad's going to have sex with Normie, then he has to have sex with all of Normie's friends.",2.3 dehumanising attacks & overt sexual objectification
* Normie doesn't deserve to have sex with these hoes like they do with Chad,2.3 dehumanising attacks & overt sexual objectification
* I can't wait to see Normie's girlfriend ride the BBC of some thug like Chad,2.3 dehumanising attacks & overt sexual objectification
* Chad better put that dick in that pussy and don't stop till his balls explode,2.3 dehumanising attacks & overt sexual objectification
* Chad should try these cunts instead of those pussy hating Normie bitches,2.3 dehumanising attacks & overt sexual objectification
* I'd love to have Chad be the one fucking me,2.3 dehumanising attacks & overt sexual objectification
* Let Chad be Normie's bitch,2.3 dehumanising attacks & overt sexual objectification
* Chad should let his bitch get,2.3 dehumanising attacks & overt sexual objectification
* I don't think he'll ever understand how hard it is being with us....,2.3 dehumanising attacks & overt sexual objectification
"* @theshaneguy is really right about us. We do need to have a space to express our thoughts, feelings & views on this issue. Maybe we can have a special room for that.",2.3 dehumanising attacks & overt sexual objectification
* @kennychina has to be the only person who gets why it's important. We're never going to get men to not fuck our sisters.,2.3 dehumanising attacks & overt sexual objectification
* @kennychina is one brave man!! He's in the minority...,2.3 dehumanising attacks & overt sexual objectification
"* The reality is that women can be physically hurt by men, mentally abused, verbally abused and dehumanized and in return men can rape women, take their bodies away from them, take away their careers, make fun of them, have their babies...",2.3 dehumanising attacks & overt sexual objectification
* @mimi_al_bakri was right. A woman must do everything she can to,2.3 dehumanising attacks & overt sexual objectification
* We are literally so happy that you are getting a chance to know for one more day the pleasure of sex from a woman.,2.3 dehumanising attacks & overt sexual objectification
"* I guess a woman that is into that scene can definitely be described as a ""hardcore"" fapping slut.",2.3 dehumanising attacks & overt sexual objectification
"* Maybe I'm a feminist like you are. But, I think it makes a difference if it's an actual woman you're talking about and not a caricature of a stereotypical girl.",2.3 dehumanising attacks & overt sexual objectification
* Chad is lucky to bang a girl like her. He should be a king of some kind. She is very beautiful.,2.3 dehumanising attacks & overt sexual objectification
* Let's all hope for a life of hardship & abuse for Normie. I'm sure they'll use the opportunity to fuck this lovely girl to the fullest.,2.3 dehumanising attacks & overt sexual objectification
* Let's all hope for a life of hardship & abuse For Normie! I'm sure they ll use this opportunity to fuck this lovely girl to the fullest.,2.3 dehumanising attacks & overt sexual objectification
* The female will be the one doing the fucking. She is after all the weaker.,2.3 dehumanising attacks & overt sexual objectification
* I'd say one of two things,2.3 dehumanising attacks & overt sexual objectification
"* If you want to see a guy fuck a horse's ass, you should check out the ""horse lover"" in this video.",2.3 dehumanising attacks & overt sexual objectification
* Let's see if these lesbians can stand to see this horse cum in their mouths: https://www.youtube.com/watch?v=5eH-mE_0xFc,2.3 dehumanising attacks & overt sexual objectification
* How can anyone with a shred of humanity and empathy not be sickened by this sick woman (in her mind)?,2.3 dehumanising attacks & overt sexual objectification
* I wonder if she's ever taken a horse up her ass...,2.3 dehumanising attacks & overt sexual objectification
"* You wanna see who the real horse has been fucking? A woman as young as that, one who is actually an adult and can consent?",2.3 dehumanising attacks & overt sexual objectification
"* Can you imagine if there were no safe spaces? These guys literally said: ""I could fuck a horse in the ass.""",2.3 dehumanising attacks & overt sexual objectification
* She may be a hater today but I bet that if we were to let,2.3 dehumanising attacks & overt sexual objectification
* Chad could make it rain orgasms if he really wanted.,2.3 dehumanising attacks & overt sexual objectification
* A little piece of shit like Chad and the rest of the world has a real chance at redemption,2.3 dehumanising attacks & overt sexual objectification
* That's why he can't leave her alone. He's trying to fuck up somebody else's girl.,2.3 dehumanising attacks & overt sexual objectification
* Chad's probably getting fucked by Norm again tonight. I bet she's got a nice tight butt and is a virgin too.,2.3 dehumanising attacks & overt sexual objectification
"* I bet she'll go home and put some ice for the bruises on her neck and get fucked by Chad, or any other man who wants him.",2.3 dehumanising attacks & overt sexual objectification
"* That's a big dick, it must have hurt, they're not supposed to be tough.",2.3 dehumanising attacks & overt sexual objectification
* That's too bad. I'm sure he's probably had bigger.,2.3 dehumanising attacks & overt sexual objectification
* There's a big difference between normal chavs and men who think its okay to force sex on a woman. I call them sexual sadists.,2.3 dehumanising attacks & overt sexual objectification
* I'll be happy to share my experience with Chad. I know exactly how he feels. I can tell from his face and his stifled breathing. I've dealt with him before.,2.3 dehumanising attacks & overt sexual objectification
* Yeah a few months ago. I'd give him a blow job but he wanted it vaginal. I was so happy.,2.3 dehumanising attacks & overt sexual objectification
"* Did you do it? Do it now, that's the way to get the best orgasm. Don't come too fast",2.3 dehumanising attacks & overt sexual objectification
* You need to be trained well and work your way up to it. The first girl is the worst as she gets more experienced you're fine.,2.3 dehumanising attacks & overt sexual objectification
* I've been with a guy that was into sex with me but never ever let me touch him. He was a pervert like that.,2.3 dehumanising attacks & overt sexual objectification
* You've got the balls to sit there & be a victim & blame somebody else for your failure. You made the choice to have a boyfriend that treats you like crap. Your fault. You shouldn't have a baby. Your fault.,2.3 dehumanising attacks & overt sexual objectification
* All you can do is whine & cry like a 5 year old. I see you're a little white girl in a sea of blacks. I'm sure we all can help you feel more about yourself.,2.3 dehumanising attacks & overt sexual objectification
"* You're a slut...I know, because I had sex with you.",2.3 dehumanising attacks & overt sexual objectification
"* Yeah, we all know you love being dominated, aren't you the lucky little slut?",2.3 dehumanising attacks & overt sexual objectification
* I bet you're a nigger-lovers pet like your mom is.,2.3 dehumanising attacks & overt sexual objectification
* You are a bit of a slut.,2.3 dehumanising attacks & overt sexual objectification
* No-one likes ugly white girls.,2.3 dehumanising attacks & overt sexual objectification
* I think it's pretty obvious that a lot of people see you as less than,2.3 dehumanising attacks & overt sexual objectification
* Chad's such a stud....He can keep a woman tied up for weeks.,2.3 dehumanising attacks & overt sexual objectification
"* Chad got a hard on watching his hot girlfriend with her big nipples getting fucked in the morning. He didn't get to fuck her that night because he was too busy getting his dick sucked at the time, and was too busy riding the BBC of another man.",2.3 dehumanising attacks & overt sexual objectification
* I'm sorry but you don't get to live your live off my tax money.,2.3 dehumanising attacks & overt sexual objectification
* That's a big pussy. And it's all for those filthy fucks and faggots.,2.3 dehumanising attacks & overt sexual objectification
* I've had a long day and I've had enough of the little brat.,2.3 dehumanising attacks & overt sexual objectification
"* He did get to fuck my girlfriend. He fucked her while fucking his cock, in the backseat.",2.3 dehumanising attacks & overt sexual objectification
* Chad can just sit and fuck her all the time.,2.3 dehumanising attacks & overt sexual objectification
* Chad knows his way around a women's body. He knows how the hell,2.3 dehumanising attacks & overt sexual objectification
"* I want the opportunity with a woman who can handle my big dick, so I can fuck her every day",2.3 dehumanising attacks & overt sexual objectification
* I wonder if Normie's would still fuck her if they found out it was fake?,2.3 dehumanising attacks & overt sexual objectification
* This is the type of woman that the average male is looking for. That is why there is a large majority of men who desire only Asian women.,2.3 dehumanising attacks & overt sexual objectification
"* To Chad, Normie's aren't human. How could he even know what a real woman looks like?",2.3 dehumanising attacks & overt sexual objectification
* There's no way they were both virgins.,2.3 dehumanising attacks & overt sexual objectification
* Maybe they both went to a different college. I've wondered how well these two would get along.,2.3 dehumanising attacks & overt sexual objectification
* A good way to get to know a girl is to find out what she likes and her fetish. Normie would be a perfect candidate,2.3 dehumanising attacks & overt sexual objectification
"* Imagine seeing her every day, and knowing that you have the chance to be the only guy that she ever sleeps with.",2.3 dehumanising attacks & overt sexual objectification
* Chad probably knew her from high school and he was totally into her since then.,2.3 dehumanising attacks & overt sexual objectification
* They were a pair of fucking sluts.,2.3 dehumanising attacks & overt sexual objectification
* I think Chad would be the type to have,2.3 dehumanising attacks & overt sexual objectification
* No...I think it would be a lot easier to train a chimp to fuck than a woman...,2.3 dehumanising attacks & overt sexual objectification
* How are the sexist men of our culture going to know women run the planet without a strong woman in charge?,2.3 dehumanising attacks & overt sexual objectification
"* I have been told ""don't put too much pressure on yourself, you'll be fine"", what the fuck does that even mean? I didn't just fail a test. I failed in the most spectacular way possible.",2.3 dehumanising attacks & overt sexual objectification
"* Oh, you know, it's only because you're a woman on the board. If you were white, you'd get the job.",2.3 dehumanising attacks & overt sexual objectification
"* Why would I support anyone who has the audacity to say ""men cannot be women",2.3 dehumanising attacks & overt sexual objectification
"* I'm sure she got a ""thumbs up"" if she knew that the whole room knew she was fucked around like that everyday. Maybe she even got some titty play too.",2.3 dehumanising attacks & overt sexual objectification
* I wonder if the women on that list took the men's money in exchange for some blow and the chance to sleep with them a few times too?,2.3 dehumanising attacks & overt sexual objectification
* They are definitely very well read into the psychology of a male & female relationship. You can tell from their tweets. The women in these cases were probably playing him.,2.3 dehumanising attacks & overt sexual objectification
"* Is there a term for when you use too much energy, and need the other person to help you to function? Does it make you an asshole? I'm too old to learn new words.",2.3 dehumanising attacks & overt sexual objectification
* I don't see anything wrong with a woman taking a dick.,2.3 dehumanising attacks & overt sexual objectification
* Is there a term for when you use too much,2.3 dehumanising attacks & overt sexual objectification
* They are literally not even human as we know them. I honestly don't know how someone like the OP can even go about dating.,2.3 dehumanising attacks & overt sexual objectification
* He's too ugly to fuck.,2.3 dehumanising attacks & overt sexual objectification
"* A beautiful, smart and sexy woman.",2.3 dehumanising attacks & overt sexual objectification
* These women are dehumanized into objects or they are being degraded as if being nothing next to a black man.,2.3 dehumanising attacks & overt sexual objectification
* But it's sad because it makes me all the more sure that Chad would not hesitate in using physical force to rape any of those women if he ever got bored of their pussy,2.3 dehumanising attacks & overt sexual objectification
"* ""I'm so scared that he's going to end up killing all of us. """,2.3 dehumanising attacks & overt sexual objectification
* So do you wanna see if we can make me some money tonight?,2.3 dehumanising attacks & overt sexual objectification
* I feel so bad for the guys. There's no hope for them.,2.3 dehumanising attacks & overt sexual objectification
* I can't believe I'm seeing my best friend in a video like this.,2.3 dehumanising attacks & overt sexual objectification
* I can't stand seeing women be used as fuck dolls.,2.3 dehumanising attacks & overt sexual objectification
* I'm the only one here lol. I'm gonna make sure that you are really going to appreciate the privilege of being in the company of a woman who is being forced to be treated like an animal.,2.3 dehumanising attacks & overt sexual objectification
* I hope the guys will feel at least a fraction of what the women in this video have,2.3 dehumanising attacks & overt sexual objectification
"* What a sad sick life that is, even though I have sympathy for her, I'm just sad that it happened to her.",2.3 dehumanising attacks & overt sexual objectification
"* The thing is Normie, this is a job for a woman, not a man...",2.3 dehumanising attacks & overt sexual objectification
"* I knew this moment was coming when i first saw the pic, with the pink bow and the flower. This is just the tip of the iceberg!",2.3 dehumanising attacks & overt sexual objectification
"* That pic of the girl with the black eye. It was on of the most disturbing moments from the premiere, as the cameras just zoomed in on the side of her face and just kept focusing on the eye.",2.3 dehumanising attacks & overt sexual objectification
* I watched it 2 days ago and i still shiver as i read these tweets. Those pictures really hurt.,2.3 dehumanising attacks & overt sexual objectification
* A girl just lost her eye. The worst thing i have ever seen. I couldn't believe my eyes after i saw that pic. I was so shocked.,2.3 dehumanising attacks & overt sexual objectification
"* The amount of physical violence, verbal abuse, and threats of violence directed at women is staggering. And you know what? The percentage of men who are physically abusive to women is incredibly small. The vast majority of violent men are against women.",2.3 dehumanising attacks & overt sexual objectification
* I can't believe I'm even arguing the point with someone who has such a low opinion of humanity.,2.3 dehumanising attacks & overt sexual objectification
"* Yes, this poor women, and women in general, have it much harder than men in this regard.",2.3 dehumanising attacks & overt sexual objectification
"* And your comments on how ""insecure"" women are and how they're ""weak""... just shows how utterly insecure you are as well.",2.3 dehumanising attacks & overt sexual objectification
"* All women should be treated like human beings. That's the beauty of the equality movement. It's not about gender, it's about people.",2.3 dehumanising attacks & overt sexual objectification
* All people should be treated with equality.,2.3 dehumanising attacks & overt sexual objectification
* All people should be treated with equality regardless of gender.,2.3 dehumanising attacks & overt sexual objectification
* We,2.3 dehumanising attacks & overt sexual objectification
* No doubt he's going to get his tight little white pussy fucked tonight.,2.3 dehumanising attacks & overt sexual objectification
* No they have no moral/physical power it's something a man has to do for himself.,2.3 dehumanising attacks & overt sexual objectification
* We all know by now who the real man is.,2.3 dehumanising attacks & overt sexual objectification
* She's a whore like her mother.,2.3 dehumanising attacks & overt sexual objectification
* He's probably raping her at this very moment.,2.3 dehumanising attacks & overt sexual objectification
* I'd be tempted too.,2.3 dehumanising attacks & overt sexual objectification
* Maybe we can watch and see who ends up getting it.,2.3 dehumanising attacks & overt sexual objectification
* I'm sure chad is a real man and will make sure his woman is never a victim to any of that....,2.3 dehumanising attacks & overt sexual objectification
"* Oh yes, if she had any self respect it might make her a bit jealous...",2.3 dehumanising attacks & overt sexual objectification
* That's why she's so easy to manipulate.....,2.3 dehumanising attacks & overt sexual objectification
"* The question is; has he really fucked her? If he did, does she still love him? If she does, is she happy?",2.3 dehumanising attacks & overt sexual objectification
"* But if he didn't have sex with her, and she still likes him, then she is a sad, sad little whore who has no self respect or self worth.",2.3 dehumanising attacks & overt sexual objectification
* She's probably riding some BBC later that night. I can already see her nice tight white pink pussy riding some tyrone's long black schlong.,2.3 dehumanising attacks & overt sexual objectification
* I love the smell of turd in the morning. It smells like the sun!,2.3 dehumanising attacks & overt sexual objectification
* Just as every girl I've ever been with hates the taste of curry. But if you put it inside her. It's amazing.,2.3 dehumanising attacks & overt sexual objectification
* What the fuck is wrong with this girl? She can't hold on to anything.,2.3 dehumanising attacks & overt sexual objectification
"* Why does every woman I've ever have an abortion, need a man? Maybe there's something wrong with us.",2.3 dehumanising attacks & overt sexual objectification
"* I saw some people walking down the street the other day and I thought, ""Man, that's not a real woman!""",2.3 dehumanising attacks & overt sexual objectification
"* ""My girl keeps on telling me I'm fat. She's right, I am. Not fat. I'm round.""",2.3 dehumanising attacks & overt sexual objectification
* I was on my way home last night on my bike and this big truck was turning into the alley where I live. I couldn't do anything about it but I was just sitting there,2.3 dehumanising attacks & overt sexual objectification
* I bet she had the best shag in the world before his wedding night.,2.3 dehumanising attacks & overt sexual objectification
* If I'm being honest... Chad's cock is probably much bigger than Normie's. It was literally a size comparison in a fucking men's magazine.,2.3 dehumanising attacks & overt sexual objectification
* He's not a guy. He is a beast.,2.3 dehumanising attacks & overt sexual objectification
* Just another night at the office.,2.3 dehumanising attacks & overt sexual objectification
"* Oh, my wife is the best lay in the world. She's also a size queen. No surprise there.",2.3 dehumanising attacks & overt sexual objectification
"* That was not a ""normie"" it was a ""chadist""!",2.3 dehumanising attacks & overt sexual objectification
* That was more than worth the risk.,2.3 dehumanising attacks & overt sexual objectification
* She probably rides a BBC after every BBC that Chad's schlong has ever had.,2.3 dehumanising attacks & overt sexual objectification
* Chad's balls have probably gotten huge.,2.3 dehumanising attacks & overt sexual objectification
* I saw it at one. It was incredible!,2.3 dehumanising attacks & overt sexual objectification
* That thing was enormous,2.3 dehumanising attacks & overt sexual objectification
"* Chad's probably got multiple ""pussy's""",2.3 dehumanising attacks & overt sexual objectification
"* She's got a mouth to lick, fingers to fuck, a pussy to lick her juices off, and a pussy to swallow her pussy juices, lol",2.3 dehumanising attacks & overt sexual objectification
* Can we talk about her perfect ass?,2.3 dehumanising attacks & overt sexual objectification
"* Yeah, he has a penis and it's very hard.",2.3 dehumanising attacks & overt sexual objectification
* And this is how you deal with the sexual objectification?,2.3 dehumanising attacks & overt sexual objectification
"* He'd like to see her take that on the chin, too",2.3 dehumanising attacks & overt sexual objectification
* I bet she wouldn't be too thrilled by that.,2.3 dehumanising attacks & overt sexual objectification
"* I bet she's used to being fucked like a dog, and being called a bitch.",2.3 dehumanising attacks & overt sexual objectification
* I bet she's used to being forced to suck Chad's cock when she doesn't want to.,2.3 dehumanising attacks & overt sexual objectification
* You would think Chad would want to give this woman a break and not have to force her to do this.,2.3 dehumanising attacks & overt sexual objectification
"* She might be used to being fucked, but not this much.",2.3 dehumanising attacks & overt sexual objectification
* Chad's gonna get,2.3 dehumanising attacks & overt sexual objectification
* We're just not into a woman who uses porn to escape her loneliness on the internet. That shit ain't real.,2.3 dehumanising attacks & overt sexual objectification
* You have no fucking idea what it's like.,2.3 dehumanising attacks & overt sexual objectification
* She's a dumbass,2.3 dehumanising attacks & overt sexual objectification
"* That's a problem, I'm on the prowl.",2.3 dehumanising attacks & overt sexual objectification
* I love that you don't make any room for her to fight back.,2.3 dehumanising attacks & overt sexual objectification
* She's a dumb bitch who thought she'd try to make me feel better.,2.3 dehumanising attacks & overt sexual objectification
* What a pathetic fuck.,2.3 dehumanising attacks & overt sexual objectification
"* Wow, I can't believe you would be that stupid.",2.3 dehumanising attacks & overt sexual objectification
* That girl is a fucking idiot.,2.3 dehumanising attacks & overt sexual objectification
* We're not that nice.,2.3 dehumanising attacks & overt sexual objectification
* There is no way that you can compare her pussy to that of a pornstar.,2.3 dehumanising attacks & overt sexual objectification
"* If u don't like white pussy, don't stare cuz u might get a lil of this...",2.3 dehumanising attacks & overt sexual objectification
* http://thecon,2.3 dehumanising attacks & overt sexual objectification
* They're not trying to be feminists who are just sick of being sexually objectified. They want to be sexually objectified.,2.3 dehumanising attacks & overt sexual objectification
* She must ride a BBC. Otherwise every man in New York City will want a piece of her.,2.3 dehumanising attacks & overt sexual objectification
* They can fuck a giraffe as long as they don't fuck her in the eye.,2.3 dehumanising attacks & overt sexual objectification
